Offset(P)            #Ptr   #Hnd Access Name
0x00009a0784f74340  32784      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Mitigations%4UserMode.evtx
0x00009a0784f744d0      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
0x00009a0784f747f0  32768      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Cache\index
0x00009a0784f74980  32768      1 ------ \Device\NamedPipe\mojo.7308.7312.17035858415773259346
0x00009a0784f74b10  32793      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Mitigations%4KernelMode.evtx
0x00009a0784f74e30     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalState\Spotify\ct.pb
0x00009a0785043370      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscobj.dll
0x00009a0785043500      4      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe\mrt100_app.dll
0x00009a0785043b40      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x00009a0785043cd0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bthprops.cpl
0x00009a0785044ae0  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a0785044c70     14      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mssitlb.dll
0x00009a07850452b0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy
0x00009a0785045760     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WPDShServiceObj.dll
0x00009a0785045a80     12      0 R--rwd \Device\HarddiskVolume2\Windows\System32\printui.dll
0x00009a0785046890  32768      1 ------ \Device\NamedPipe\Sessions\1\AppContainerNamedObjects\S-1-15-2-2758101530-1321080646-1475665648-4066602542-2880396197-3643791541-2654759312
0x00009a0785047380      7      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\omadmapi.dll
0x00009a0785049770  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a078504a260  31798      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd
0x00009a078504a580  32768      1 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LockApp_10.0.19041.1023_neutral__cw5n1h2txyewy\ActivationStore.dat.LOG1
0x00009a078504bb60     12      0 R--rwd \Device\HarddiskVolume2\Windows\System32\virtdisk.dll
0x00009a078504be80      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RuntimeBroker.exe
0x00009a078504d5f0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RuntimeBroker.exe
0x00009a078504eef0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mrt100.dll
0x00009a078504f210  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00009a078504f850      7      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\PhoneCommunicationAppService.dll
0x00009a0785051150  32782      1 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\Chakra.dll.mun
0x00009a0785051600  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x00009a07850520f0  32766      1 ------ \Device\DeviceApi\Dev\Query
0x00009a07850528c0      7      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mdmregistration.dll
0x00009a0785052a50     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.System.Profile.PlatformDiagnosticsAndUsageDataSettings.dll
0x00009a07850536d0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\notepad.exe.mui
0x00009a0785053ea0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\OnDemandBrokerClient.dll
0x00009a0785054990     14      0 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\Winlangdb.dll.mun
0x00009a0785055160     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\WinBioPlugIns\FaceDriver\HelloFace.inf
0x00009a07850557a0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Winlangdb.dll
0x00009a07850565b0  32768      1 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs
0x00009a07850568d0  32768      1 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\ActivationStore.dat.LOG2
0x00009a0785056a60  32768      1 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu
0x00009a0785056bf0  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0x00009a0785056d80  32766      1 ------ \Device\DeviceApi\Dev\Query
0x00009a07850570a0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\shell32.dll.mui
0x00009a0785057230     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wuceffects.dll
0x00009a0785057550  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\Music
0x00009a07850576e0  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\Pictures
0x00009a0785057870      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0785057b90      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\zipfldr.dll
0x00009a0785057d20  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\Documents
0x00009a0785058360  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\Pictures
0x00009a07850584f0     15      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\YourPhone.Connectivity.Rome.dll
0x00009a0785058680  32766      1 ------ \Device\DeviceApi\Dev\Query
0x00009a0785058810  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\Documents
0x00009a0785058cc0  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\Downloads
0x00009a0785058e50  32767      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\Downloads
0x00009a0785059300     13      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\microsoft.system.package.metadata\S-1-5-21-1114333211-2247716564-2192578087-1001-MergedResources-3.pri
0x00009a0785059490      8      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\YourPhone.AppCore.WinRT.dll
0x00009a0785059620  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Start Menu
0x00009a07850597b0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msIso.dll
0x00009a0785059940  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\Burn
0x00009a0785059ad0  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Start Menu\Programs
0x00009a0785059c60  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Start Menu\Programs
0x00009a078505a110      1      1 ------ \Device\DeviceApi\CMApi
0x00009a078505a2a0     14      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.30035.0_x64__8wekyb3d8bbwe\concrt140_app.dll
0x00009a078505a430     14      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.30035.0_x64__8wekyb3d8bbwe\msvcp140_app.dll
0x00009a078505a5c0  32768      1 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu
0x00009a078505a750  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\combase.dll.mui
0x00009a078505a8e0  32766      1 ------ \Device\NamedPipe\mojo.7308.7684.14142164403191361429
0x00009a078505ac00     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078505b3d0      5      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.30035.0_x64__8wekyb3d8bbwe\vcruntime140_1_app.dll
0x00009a078505b560  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Start Menu
0x00009a078505b880     11      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\RuntimeConfiguration.dll
0x00009a078505bba0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078505bd30     14      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.30035.0_x64__8wekyb3d8bbwe\vccorlib140_app.dll
0x00009a078505c370  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x00009a078505c500  32772      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\Cache\data_3
0x00009a078505c690  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\Burn
0x00009a078505c820     11      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\ConstraintIndex\Input_{aa08d0d7-a5bc-48a2-a383-8b03c5022c96}\appsglobals.txt
0x00009a078505c9b0     14      0 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Windows\Caches\{3DA71D5A-20CC-432F-A115-DFE92379E91F}.3.ver0x0000000000000013.db
0x00009a078505cb40      7      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\YourPhone.ScreenMirroring.dll
0x00009a078505ccd0  32768      1 ------ \Device\NamedPipe\mojo.7308.7684.14142164403191361429
0x00009a078505ce60     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\netprofm.dll
0x00009a078505d180  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x00009a078505d310  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x00009a078505d4a0  32768      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\GPUCache\data_0
0x00009a078505d630  32768      1 R--rwd \Device\HarddiskVolume2\Users\Public\Desktop
0x00009a078505d7c0  32764      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat.LOG1
0x00009a078505d950     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078505dae0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\propsys.dll.mui
0x00009a078505de00      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\RuntimeBroker.exe
0x00009a078505e2b0  32768      1 R--rwd \Device\HarddiskVolume2\Users\Public\Desktop
0x00009a078505e760      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\drivers\UMDF\IddCx.dll
0x00009a078505eda0      1      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.167.586.0_x86__zpdnekdrzrea0\Spotify.exe
0x00009a078505f0c0      9      0 R--rwd \Device\HarddiskVolume2\Windows\System32\DriverStore\FileRepository\prnms003.inf_amd64_83cd6130805738bc\Amd64\PrintConfig.dll
0x00009a078505f250  32768      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0x00009a078505f570      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wbem\WMIADAP.exe
0x00009a078505fa20      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078505fd40  32512      1 RW---- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat
0x00009a078505fed0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a07850601f0     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\en-US\sppsvc.exe.mui
0x00009a0785060830     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07850609c0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0785060b50  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\windows.storage.dll.mui
0x00009a0785063710     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msmpeg2vdec.dll
0x00009a07850638a0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\smartscreenps.dll
0x00009a0785064200  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\windows.storage.dll.mui
0x00009a0785064390      4      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\YourPhone.Calling.CX.dll
0x00009a0785064520      8      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\YourPhone.Contacts.dll
0x00009a0785064840     16      0 R--rwd \Device\HarddiskVolume2\Windows\INF\umbus.PNF
0x00009a07850649d0      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x00009a0785064b60      3      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\Microsoft.UI.Xaml.dll
0x00009a0785064e80     13      0 R--r-d \Device\HarddiskVolume2\Windows\rescache\_merged\2117667336\1725500.pri
0x00009a0785065330  32767      1 ------ \Device\DeviceApi\CMApi
0x00009a07850654c0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\shell32.dll.mui
0x00009a0785065650  32598      1 ------ \Device\NamedPipe\srvsvc
0x00009a07850657e0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0785065970      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mlang.dll
0x00009a0785065c90  32767      1 ------ \Device\DeviceApi\CMApi
0x00009a0785066460  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\windows.storage.dll.mui
0x00009a07850665f0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\smartscreen.exe
0x00009a07850670e0      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x00009a0785067270      1      0 R--rwd \Device\HarddiskVolume2\Windows\SystemApps\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Experiences\SubscribedContent\experience
0x00009a0785067400     12      0 R--r-d \Device\HarddiskVolume2\Program Files\WindowsApps\Microsoft.YourPhone_1.21072.160.0_x64__8wekyb3d8bbwe\YourPhone.Fre.dll
0x00009a0785067720  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\winlogon.exe.mui
0x00009a0785067d60     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0785068210      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07850683a0     16      0 R--rwd \Device\HarddiskVolume2\Windows\Prefetch\WLRMDR.EXE-C2B47318.pf
0x00009a0785068530     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ieframe.dll
0x00009a0785068850      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0785068b70     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\msIso.dll
0x00009a0785069660     16      0 R--rwd \Device\HarddiskVolume2\Windows\Cursors\aero_ew.cur
0x00009a07850697f0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SecurityHealthSystray.exe
0x00009a0785069e30  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a078506a2e0     15      0 R--rwd \Device\HarddiskVolume2ᱠ쟥ꬉ￿풠쟤ꬉ￿ፀ쟥ꬉ￿ፀ쟥ꬉ￿
0x00009a078506a600  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\securityhealthsso.dll.mui
0x00009a078506a790      1      0 R--r-d \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\OneDrive\OneDrive.exe
0x00009a078506b410      9      0 R--rwd \Device\HarddiskVolume2ᾐ쬋ꬉ￿ࡠ쬋ꬉ￿ᄰ쬋ꬉ￿ᄰ쬋ꬉ￿
0x00009a078506b8c0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\smartscreen.exe.mui
0x00009a078506ba50     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PimIndexMaintenance.dll
0x00009a078506bbe0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078506c3b0     16      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\desktop.ini
0x00009a078506e160     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Last Version
0x00009a078506e2f0     11      0 R--rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\21.150.0725.0001\msvcp140.dll
0x00009a078506e480      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078506e610     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SecurityHealthSSO.dll
0x00009a078506e7a0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\System Tools\Control Panel.lnk
0x00009a078506eac0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078506ede0      1      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x00009a078506f290  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x00009a078506f740      9      0 R--rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\21.150.0725.0001\UpdateRingSettings.dll
0x00009a078506fa60     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\wasm\index
0x00009a078506fbf0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a078506fd80  32717      1 RW-r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Security Health\Logs\SHS-09072021-072532-7-7f-19041.1.amd64fre.vb_release.191206-1406.etl
0x00009a0785070230     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Secure Preferences
0x00009a07850703c0  32753      1 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData
0x00009a07850706e0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\CURRENT
0x00009a0785070eb0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\index
0x00009a0785071360      1      1 ------ \Device\DeviceApi\CMApi
0x00009a07850714f0     13      0 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Login Data
0x00009a0785071cc0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\ZxcvbnData\2.0.0.0\manifest.json
0x00009a0785071e50      8      0 R--rwd \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\21.150.0725.0001\platforms\qwindows.dll
0x00009a07850732a0     15      0 RW---- \Device\HarddiskVolume2\Windows\Prefetch\PfPre_04bcf63e.mkd
0x00009a0785073430     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0785073750  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\sysmain.dll.mui
0x00009a0785073c00  32766      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\AppData\Local\Microsoft\Windows\DeliveryOptimization\State\dosvcState.dat.LOG1
0x00009a0785074240  32768      1 ------ \Device\DeviceApi\CMNotify
0x00009a07850743d0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\UIRibbon.dll.mui
0x00009a0785074880     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\CURRENT
0x00009a0785074a10     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Extension State\000003.log
0x00009a0785074ba0      5      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.2107.4-0\ProtectionManagement.dll
0x00009a0785074d30     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SecurityHealthProxyStub.dll
0x00009a0785074ec0      6      0 R--r-d \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\OneDrive\OneDrive.exe
0x00009a0785075690     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIRibbon.dll
0x00009a07850759b0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DolbyDecMFT.dll
0x00009a0785075cd0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\index-dir\the-real-index
0x00009a078507a190     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Speech Recognition\1.0.0.4\manifest.fingerprint
0x00009a078507a640     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\MANIFEST-000001
0x00009a078507a960     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\DA157D1F1965486D977E63C54AC9E774
0x00009a078507aaf0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\MANIFEST-000001
0x00009a078507ae10     16      0 R--rwd \Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\93.0.961.38\ResiliencyLinks\WidevineCdm\manifest.json.DATA
0x00009a078507b2c0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\wasm\index-dir\the-real-index
0x00009a078507b450     16      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Quick\{27F3D6F1-EF45-4F61-8797-0BEB824417C1}
0x00009a078507c0d0     13      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\ConstraintIndex\Input_{aa08d0d7-a5bc-48a2-a383-8b03c5022c96}\appssynonyms.txt
0x00009a078507c260     16      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\GPUCache\data_2
0x00009a078507c710     16      0 R--rwd \Device\HarddiskVolume2\Windows\WinSxS\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.19041.1_en-us_a8f1da377db0be9e.manifest
0x00009a078507cee0     16      0 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\GPUCache\data_0
0x00009a078507d200     16      0 R--rwd \Device\HarddiskVolume2\Windows\WinSxS\Manifests\x86_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.19041.1_none_049f5dd81797f4f9.manifest
0x00009a078507d520     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\07CEF2F654E3ED6050FFC9B6EB844250_E6095CD2AECC9011BCD0D7B421356B17
0x00009a078507d6b0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\D7833C286363AD25C70511661A83D581_C7209CE039B744C513F7C0E7E5B55F76
0x00009a078507db60     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\77EC63BDA74BD0D0E0426DC8F8008506
0x00009a0785080270     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\7423F88C7F265F0DEFC08EA88C3BDE45_1941775A515122A167E3FBACF08992E1
0x00009a0785080590     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\en-US\FXSRESM.dll.mui
0x00009a0785080720     14      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\c3e9eabc-f78a-48e6-888f-0a644f0bbcce\334718456af8fe2e_0
0x00009a07850808b0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a0785080d60     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\B363E346B43755F918E68AC3AA10D686_C0928A24ED5A6FD254EAFB0BA5D0CAC4
0x00009a07850813a0     16      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\c3e9eabc-f78a-48e6-888f-0a644f0bbcce\20507ced8bd84c46_0
0x00009a07850819e0      7      0 R--rwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\c3e9eabc-f78a-48e6-888f-0a644f0bbcce\808227b9abdafc43_1
0x00009a0785081b70  32781      1 RWDrwd \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\GPUCache\data_1
0x00009a0785081e90      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\atlthunk.dll
0x00009a0785082b10  32768      1 RW-rw- \Device\HarddiskVolume2\Users\Jimmie\AppData\Local\Packages\SpotifyAB.SpotifyMusic_zpdnekdrzrea0\LocalCache\Spotify\Browser\LOCK
0x00009a07857ac500     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00009a07857ac690      1      0 RW-rwd \Device\HarddiskVolume2\$CachedWriteThrough
